Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product Bought Together (product.metafields.bls.bought_together),Countdown Timer (product.metafields.bls.countdown_timer),Custom product badge (product.metafields.bls.custom_product_badge),Information product tab (product.metafields.bls.information_product_tab),Short Description (product.metafields.bls.short_description),Add your name here (product.metafields.custom.add_your_name_here),Product grouped (product.metafields.custom.product_grouped),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Custom id identifier for product (product.metafields.kwik-cart.custom-id),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Low stock threshold (product.metafields.sam.lowstockthreshold),Hide product from search (product.metafields.seo.hidden),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Included / Intl Market,Price / Intl Market,Compare At Price / Intl Market,Status
black-aajrakh-linen-silk-handblock-suit-set-at-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/42751EB4-63F3-4E86-8233-18DCD4E3A386.jpg?v=1733487508,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-aajrakh-linen-silk-handblock-suit-set-at-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/AC94D290-EF2C-4911-936D-852525AAC92F.jpg?v=1733487508,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-aajrakh-linen-silk-handblock-suit-set-at-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/38E0B9E3-66C8-4B73-A2D9-6F3C9058A128.jpg?v=1733487508,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-aajrakh-linen-silk-handblock-suit-set-at,BLACK AJRAKH LINEN SILK HANDBLOCK SUIT SET AL-1071,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">Black Linen  hand block kurta with linen silk ajrakh hand crafted dupatta with zari border
<p>fabric: 2.5 mtrs meter</p>
<p>dupatta : 2.5 mtrs * 35''</p>
<p>a slight difference in shade could be due to the camera &amp; lights. embrace the imperfection !! happy handloom</p>
<p>dry clean only</p>
</td>
</tr>
</tbody>
</table>",Weavekala,Uncategorized,"","Handblock, LINEN, Silk",false,Title,Default Title,,,,,,,,,490.0,shopify,0,deny,manual,3999.00,,true,true,,,,,06851098,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/44BD5DEC-B4E0-4A13-B34A-1E69F1A1A6EB.jpg?v=1733487444,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
black-aajrakh-linen-silk-handblock-suit-set-at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/1A92AC9B-46D1-47E5-B1D3-C0A5C6CA5F63.jpg?v=1733487444,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-aajrakh-linen-silk-handblock-suit-set-at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/E47BE929-E098-42C3-B80D-059DA561F6A1.jpg?v=1733487444,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-aajrakh-linen-silk-handblock-suit-set-at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/F11CA06A-05FC-4905-9F94-D1E446251B3B.jpg?v=1733487444,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-ajrakh-linen-silk-handblock-suit-set-3,RED AJRAKH LINEN SILK HANDBLOCK SUIT SET AL-1072,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">Black Linen  hand block kurta with linen silk ajrakh hand crafted dupatta with zari border
<p>fabric: 2.5 mtrs meter</p>
<p>dupatta : 2.5 mtrs * 35''</p>
<p>a slight difference in shade could be due to the camera &amp; lights. embrace the imperfection !! happy handloom</p>
<p>dry clean only</p>
</td>
</tr>
</tbody>
</table>",Weavekala,,"","Handblock, LINEN, Silk",false,Title,Default Title,,,,,,,,,490.0,shopify,0,deny,manual,3999.00,,true,true,,,,,97217306,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/73D3B85A-904A-4E2D-8B78-BDD22F3C997B.jpg?v=1733487246,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
red-ajrakh-linen-silk-handblock-suit-set-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/E66DBC53-9185-4BEF-B60A-66DB9A5CAE75.jpg?v=1733487247,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-ajrakh-linen-silk-handblock-suit-set-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/C09067C0-691E-4545-A64A-BB84072A0759.jpg?v=1733487246,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-ajrakh-linen-silk-handblock-suit-set-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/BE73D735-6319-4180-AE68-387C21F14C36.jpg?v=1733487246,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-ajrakh-linen-silk-handblock-suit-set-2,RED AJRAKH LINEN SILK HANDBLOCK SUIT SET AL-1073,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">Black Linen  hand block kurta with linen silk ajrakh hand crafted dupatta with zari border
<p>fabric: 2.5 mtrs meter</p>
<p>dupatta : 2.5 mtrs * 35''</p>
<p>a slight difference in shade could be due to the camera &amp; lights. embrace the imperfection !! happy handloom</p>
<p>dry clean only</p>
</td>
</tr>
</tbody>
</table>",Weavekala,,"","Handblock, LINEN, Silk",false,Title,Default Title,,,,,,,,,490.0,shopify,0,deny,manual,3999.00,,true,true,,,,,89877274,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/A8C7BCE2-A7F4-4C75-B4CC-AA3D132E8DDE.jpg?v=1733487188,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
red-ajrakh-linen-silk-handblock-suit-set-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/37A44A43-668D-4C9E-9751-E4C5C21B8CDB.jpg?v=1733487188,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-ajrakh-linen-silk-handblock-suit-set-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/B3A4D1C2-A7FD-4F79-9F51-B6B85AF1E46B.jpg?v=1733487187,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-ajrakh-linen-silk-handblock-suit-set-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/FE175B02-9341-4880-8B5E-C96787D25C9A.jpg?v=1733487188,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-ajrakh-linen-silk-handblock-suit-set-1,RED AJRAKH LINEN SILK HANDBLOCK SUIT SET AL-1074,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">Black Linen  hand block kurta with linen silk ajrakh hand crafted dupatta with zari border
<p>fabric: 2.5 mtrs meter</p>
<p>dupatta : 2.5 mtrs * 35''</p>
<p>a slight difference in shade could be due to the camera &amp; lights. embrace the imperfection !! happy handloom</p>
<p>dry clean only</p>
</td>
</tr>
</tbody>
</table>",Weavekala,,"","Handblock, LINEN, Silk",false,Title,Default Title,,,,,,,,,490.0,shopify,0,deny,manual,3999.00,,true,true,,,,,85519130,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/198492E6-857E-42DC-B81D-AAF2A5C726F2.jpg?v=1733487105,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
red-ajrakh-linen-silk-handblock-suit-set-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/E503A8D6-40AF-4B4F-ABF2-17E9CF012690.jpg?v=1733487105,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-ajrakh-linen-silk-handblock-suit-set-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/F1DB0050-034E-4D95-BDB9-D4262462C4B4.jpg?v=1733487105,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-ajrakh-linen-silk-handblock-suit-set-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/0B0B986A-850F-44DC-B619-E322D948D308.jpg?v=1733487105,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-ajrakh-linen-silk-handblock-suit-set-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/FFD0C662-9703-4694-8463-A8B2D20A3578.jpg?v=1733487105,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-ajrakh-linen-silk-handblock-suit-set-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/EE063B0E-7FCF-44DA-8CEA-D082F7FA110E.jpg?v=1733487105,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olive-green-banarasi-zari-crushed-tissue-sari,OLIVE GREEN BANARASI ZARI CRUSHED TISSUE SARI,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">
<p>OLIVE GREEN BANARASI ZARI CRUSHED HANDLOOM  TISSUE SILK SARI</p>
<p>SARI LENGTH :6.5 meter</p>
<p>The sari has banarsi blouse</p>
<p>A SLIGHT DIFFERENCE IN SHADE COULD BE DUE TO THE CAMERA &amp; LIGHTS.</p>
<p>EMBRACE THE IMPERFECTION !! HAPPY HANDLOOM</p>
<p>DRY CLEAN ONLY</p>
</td>
</tr>
</tbody>
</table>",Weavekala,,"","Ajrakh, Handblock, LINEN, Silk",false,Title,Default Title,,,,,,,,,490.0,shopify,0,deny,manual,8499.00,,true,true,,,,,32171290,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/D3F9E216-0D97-4068-8E9F-355A1ECA101F.jpg?v=1733413454,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2500.00,true,,,true,,,true,,,draft
olive-green-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/7F452CDA-DD61-49AF-89EE-805F8941F837.jpg?v=1733413454,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olive-green-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/041E8333-5E02-499A-85F9-D595A188140E.jpg?v=1733413454,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olive-green-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/4F98FF8E-922B-4C5C-853F-FCB4D0258CB1.jpg?v=1733413454,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olive-green-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/C74A8FAD-7CC0-452D-B3E7-3E837D07558E.jpg?v=1733413455,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olive-green-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/07DE703D-CF8A-475E-B56B-2C290E4B7F44.jpg?v=1733413454,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-banarasi-zari-crushed-tissue-sari,YELLOW   BANARASI ZARI CRUSHED TISSUE SARI,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">
<p>YELLOW BANARASI ZARI CRUSHED HANDLOOM  TISSUE SILK SARI</p>
<p>SARI LENGTH :6.5 meter</p>
<p>The sari has banarsi blouse</p>
<p>A SLIGHT DIFFERENCE IN SHADE COULD BE DUE TO THE CAMERA &amp; LIGHTS.</p>
<p>EMBRACE THE IMPERFECTION !! HAPPY HANDLOOM</p>
<p>DRY CLEAN ONLY</p>
</td>
</tr>
</tbody>
</table>",Weavekala,,"","Ajrakh, Handblock, LINEN, Silk",false,Title,Default Title,,,,,,,,,490.0,shopify,0,deny,manual,8499.00,,true,true,,,,,18015514,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/46D58D69-B8CA-408B-815B-5B34BE98229F.jpg?v=1733413379,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2500.00,true,,,true,,,true,,,active
yellow-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/A5FC53BB-3125-40B0-827D-70D41D7E3297.jpg?v=1733413379,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/9D91542F-3AA0-480D-B20D-A427B44C2440.jpg?v=1733413379,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/56EFC8AC-4AB4-4BE5-AB99-37FC21CBEA42.jpg?v=1733413379,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/04497DDB-196F-4506-9540-DDB2C0083D8E.jpg?v=1733413379,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/5B2616D7-404A-462D-AB29-236D9F9498AB.jpg?v=1733413379,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-banarasi-zari-crushed-tissue-sari-1,ROSE PINK  BANARASI ZARI CRUSHED TISSUE SARI,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">
<p>ROSE PINK  BANARASI ZARI CRUSHED HANDLOOM  TISSUE SILK SARI</p>
<p>SARI LENGTH :6.5 meter</p>
<p>The sari has banarsi blouse</p>
<p>A SLIGHT DIFFERENCE IN SHADE COULD BE DUE TO THE CAMERA &amp; LIGHTS.</p>
<p>EMBRACE THE IMPERFECTION !! HAPPY HANDLOOM</p>
<p>DRY CLEAN ONLY</p>
</td>
</tr>
</tbody>
</table>",Weavekala,,"","Ajrakh, Handblock, LINEN, Silk",true,Title,Default Title,,,,,,,,,490.0,shopify,2,deny,manual,8499.00,,true,true,,,,,04547866,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/6B68EF18-5E07-44CB-87F6-35D7F51B71C7.jpg?v=1733413297,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,kg,,2500.00,true,,,true,,,true,,,active
rose-pink-banarasi-zari-crushed-tissue-sari-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/88216871-6450-4BCD-84B1-2456387F9017.jpg?v=1733413297,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-banarasi-zari-crushed-tissue-sari-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/569244B0-D335-4809-8DD2-18BEDBF427CD.jpg?v=1733413297,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-banarasi-zari-crushed-tissue-sari-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/23DEEE57-9FF4-4EB5-A2F9-221CEB4A7E1E.jpg?v=1733413297,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-banarasi-zari-crushed-tissue-sari-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/48E3AA80-B950-484D-B781-4CCB5B6FD370.jpg?v=1733413297,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-banarasi-zari-crushed-tissue-sari,LAVENDER PURPLE BANARASI ZARI CRUSHED TISSUE SARI,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">
<p>LAVENDER PINK BANARASI ZARI CRUSHED HANDLOOM  TISSUE SILK SARI</p>
<p>SARI LENGTH :6.5 meter</p>
<p>The sari has banarsi blouse</p>
<p>A SLIGHT DIFFERENCE IN SHADE COULD BE DUE TO THE CAMERA &amp; LIGHTS.</p>
<p>EMBRACE THE IMPERFECTION !! HAPPY HANDLOOM</p>
<p>DRY CLEAN ONLY</p>
</td>
</tr>
</tbody>
</table>",Weavekala,,"","Ajrakh, Handblock, LINEN, Silk",true,Title,Default Title,,,,,,,,,490.0,shopify,1,deny,manual,8499.00,,true,true,,,,,86787610,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/E4796A95-1270-4591-BB1D-9E76F683799E.jpg?v=1733413171,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2500.00,true,,,true,,,true,,,active
rose-pink-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/B1B15AF0-5F46-40AC-8A4C-BF175732AE7B.jpg?v=1733413171,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/8DF6BB53-D474-4D6E-9FCA-8AF7D0B57A45.jpg?v=1733413171,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/A885E423-9C23-4804-B0BE-724CF8B0AA00.jpg?v=1733413171,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/7AA5B065-2D80-49C0-958E-E4F60A7225D6.jpg?v=1733413171,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/4B9789C3-790D-4103-BE91-C5658282F0A8.jpg?v=1733413171,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-banarasi-zari-crushed-tissue-sari,BISCUIT BROWN BANARASI ZARI CRUSHED TISSUE SARI,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">
<p>BISCUIT BROWN BLUE BANARASI ZARI CRUSHED HANDLOOM  TISSUE SILK SARI</p>
<p>SARI LENGTH :6.5 meter</p>
<p>The sari has banarsi blouse</p>
<p>A SLIGHT DIFFERENCE IN SHADE COULD BE DUE TO THE CAMERA &amp; LIGHTS.</p>
<p>EMBRACE THE IMPERFECTION !! HAPPY HANDLOOM</p>
<p>DRY CLEAN ONLY</p>
</td>
</tr>
</tbody>
</table>",Weavekala,,"","Ajrakh, Handblock, LINEN, Silk",false,Title,Default Title,,,,,,,,,490.0,shopify,0,deny,manual,8499.00,,true,true,,,,,71255578,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/D7320069-D238-45CF-AE55-503C35F0D86D.jpg?v=1733413042,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2500.00,true,,,true,,,true,,,draft
blue-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/D53218ED-AC6E-41E8-8FB9-366B10C02D28.jpg?v=1733413042,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/E8F34B92-0786-482B-839C-AD0A111070EE.jpg?v=1733413042,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/F4E30370-B18E-43D8-BBEF-03CC379E7403.jpg?v=1733413042,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-banarasi-zari-crushed-tissue-sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/4C038D9E-F494-42B6-972A-BF7952BBBA40.jpg?v=1733413042,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-force-blue-banarasi-zari-crushed-tissue-silk-three-piece-set-suit-1,AIR FORCE BLUE BANARASI ZARI CRUSHED TISSUE SARI,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">
<p>AIR FORCE BLUE BANARASI ZARI CRUSHED HANDLOOM  TISSUE SILK SARI</p>
<p>SARI LENGTH :6.5 meter</p>
<p>The sari has banarsi blouse</p>
<p>A SLIGHT DIFFERENCE IN SHADE COULD BE DUE TO THE CAMERA &amp; LIGHTS.</p>
<p>EMBRACE THE IMPERFECTION !! HAPPY HANDLOOM</p>
<p>DRY CLEAN ONLY</p>
</td>
</tr>
</tbody>
</table>",Weavekala,,"","Ajrakh, Handblock, LINEN, Silk",true,Title,Default Title,,,,,,,,,490.0,shopify,1,deny,manual,8499.00,,true,true,,,,,51725850,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/955530D2-009C-4D46-9D5E-E731C7F0E2D2.jpg?v=1733412922,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2500.00,true,,,true,,,true,,,active
air-force-blue-banarasi-zari-crushed-tissue-silk-three-piece-set-suit-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/EDFE1857-C3FE-406C-81D3-8A8F66BDAFA5.jpg?v=1733412922,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-force-blue-banarasi-zari-crushed-tissue-silk-three-piece-set-suit-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/93076F8F-168A-46A3-B009-826C8C84DAD8.jpg?v=1733412923,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-force-blue-banarasi-zari-crushed-tissue-silk-three-piece-set-suit-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/02892402-39A9-472A-8E6A-2051E920BC12.jpg?v=1733412922,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-force-blue-banarasi-zari-crushed-tissue-silk-three-piece-set-suit-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/A58F8CDB-95B4-47A8-A170-6BA888EDAE60.jpg?v=1733412923,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
